Feature ID	Taxon	Confidence
dba59bca994759e642636cd68ecc0f94	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea	0.9976870055193297
de8581c8689877d7f755c86c6b6d0afa	d__Bacteria	0.9951338046414749
c55613e5737ab9d0706570e0f36851b7	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera	0.9999847228562542
b1c11e2316ab8e9a3db04255309d1d00	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila aminobutyrica	0.8129236865821359
b195b3c960f4b72534fb298f91610967	d__Bacteria	0.9698862024492496
565185751dd1e32d413553b9a29cf7b2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae	0.8673479373648019
827e9df448fce9d96183b7e3a388bdf3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter sp030653695	0.9749045833143848
39f7541125754b3e6229ab6d64f8c596	d__Bacteria	0.9742852659203294
f67454c6777751de63a1b1d691409a57	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Teretinema;s__Teretinema zuelzerae	0.9561428396282579
d09071408087fe170d54aaf5edd1fd9a	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	0.9938103195461132
62aa699380dd29628a08d34a68f94144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__Bog-950 sp903861145	0.7928914575646828
5c6e251ab5309423435f3f9fb4ac4a1d	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp001771065	0.7338988673702261
929615d4d343c4dc33ed86ca295a9eac	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas	0.9657703987912637
a3ef812e1205783563899d3b1332837e	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae	0.9998066273929426
159aeed8a1cb0ae01a995064426c5d3c	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella tobetsuensis	0.8840890322617121
b8ea3a2f54e6c922e6d74ab510d4932c	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.989562722564338
0cb4f0900380e875435256e2aeacdeb8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.9984557281309501
2ddaa5c56bceb1888a5ae1cee307aef3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae	0.9996596787287434
4f72fda0728331276e40257a4aaa6ba0	d__Bacteria	0.8552897862039581
b5c76f52365c2753533a8da803f94514	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas	0.8572484891658726
6ec84bfa7e1f889d9238c5f5460aec85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.9999901640974462
1bd9f9fe318a86dccb9abf428f08ecf4	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium	0.9999589568569235
a33b2a64514605918e67940f3bae09d1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium jeotgali	0.9983269618486592
b1cf5473de7682fef7d136e2b9e8472b	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiodictyon;s__Thiodictyon syntrophicum	0.9365180618094385
597d09de65c7c112fd435c49864277c7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.9999985512368846
b64b28bc2516be029513c87a353c3136	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp903874055	0.9794367406143073
95c17f5743e55692fec7065ead9be757	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	0.8901039263675653
dacf5729dbb61cef8fd68fd9c9262b7b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp030730025	0.9367577104404746
5b5a696f8157f750c1dfc67139fcd5f3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp001771065	0.792327680716911
f2951d478cced4356cb73feada1978b0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Agitococcus;s__Agitococcus lubricus	0.8025782844254377
55bb73d1fa7d5ec0ca50192dcf3460e4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C	0.9549931963556407
3ecee211790dc33932282dab1a49b8d6	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A somerae	0.9170755261818666
0fbfa1c6411fd8ff79b78ff09d1de04d	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__UBA5609;s__UBA5609 sp028713955	0.8483092913319072
d6a3a87b43a68f636dc614df1e8f2cce	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella	0.999780216991921
b9b2d4580546449f977a0d458dedc349	d__Bacteria	0.9936721685896354
f20384f98e777e098c8878af030cfe27	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae	0.993681778380822
e5c8badbd9bc8c65497e6b5d60a64747	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903852495	0.8616606160275719
cc5047d1c9326a615c31ea50f12d5040	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.9906034078112179
1b9c94201f153ae0d3f4912bc7a04d38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952	0.8926746442125113
